Date,Open,High,Low,Close,Volume,Dividends
2022-11-08 00:00:00-05:00,243.88999938964844,246.6699981689453,242.5399932861328,244.52999877929688,288900,0.0
2022-11-07 00:00:00-05:00,243.5,245.41000366210938,240.25999450683594,244.33999633789062,323100,0.0
2022-11-04 00:00:00-04:00,244.66000366210938,247.9499969482422,239.35000610351562,243.9499969482422,361400,0.0
2022-11-03 00:00:00-04:00,245.5,247.10000610351562,231.5800018310547,244.25,820400,0.0
2022-11-02 00:00:00-04:00,255.36000061035156,257.1600036621094,252.4600067138672,253.77999877929688,477100,0.0
2022-11-01 00:00:00-04:00,257.5799865722656,260.0199890136719,256.32000732421875,256.8399963378906,292500,0.0
2022-10-31 00:00:00-04:00,255.0800018310547,257.9800109863281,254.49000549316406,257.07000732421875,294700,0.0
2022-10-28 00:00:00-04:00,255.02999877929688,259.82000732421875,250.42999267578125,257.3599853515625,408600,0.0
2022-10-27 00:00:00-04:00,253.27999877929688,256.7699890136719,253.1199951171875,253.64999389648438,337100,0.0
2022-10-26 00:00:00-04:00,254.1199951171875,256.95001220703125,250.77999877929688,251.27000427246094,323400,0.0
2022-10-25 00:00:00-04:00,250.5800018310547,253.8800048828125,250.32000732421875,252.7100067138672,326000,0.0
2022-10-24 00:00:00-04:00,251.97999572753906,259.4700012207031,251.77000427246094,252.0800018310547,777600,0.0
2022-10-21 00:00:00-04:00,243.58999633789062,251.17999267578125,242.0500030517578,249.88999938964844,436900,0.0
2022-10-20 00:00:00-04:00,242.44000244140625,245.41000366210938,241.55999755859375,243.00999450683594,460700,0.0
2022-10-19 00:00:00-04:00,236.94000244140625,243.3699951171875,236.94000244140625,243.13999938964844,416200,0.0
2022-10-18 00:00:00-04:00,230.32000732421875,239.02000427246094,229.8300018310547,238.57000732421875,437500,0.0
2022-10-17 00:00:00-04:00,225.6699981689453,231.5399932861328,225.0399932861328,228.00999450683594,234300,0.0
2022-10-14 00:00:00-04:00,230.77999877929688,230.77999877929688,220.47999572753906,223.1699981689453,321400,0.0
2022-10-13 00:00:00-04:00,224.22000122070312,231.99000549316406,223.27000427246094,230.66000366210938,222300,0.0
2022-10-12 00:00:00-04:00,232.92999267578125,233.42999267578125,226.5500030517578,226.6999969482422,344800,0.0
2022-10-11 00:00:00-04:00,235.13999938964844,237.6300048828125,233.50999450683594,234.6999969482422,339300,0.0
2022-10-10 00:00:00-04:00,234.9600067138672,239.13999938964844,233.82000732421875,235.05999755859375,238200,0.0
2022-10-07 00:00:00-04:00,231.6300048828125,233.05999755859375,230.14999389648438,232.8800048828125,410700,0.0
2022-10-06 00:00:00-04:00,233.1199951171875,234.4499969482422,231.55999755859375,231.82000732421875,221300,0.0
2022-10-05 00:00:00-04:00,230.75999450683594,234.63999938964844,229.75,233.00999450683594,235100,0.0
2022-10-04 00:00:00-04:00,228.42999267578125,232.25999450683594,228.42999267578125,232.19000244140625,304400,0.0
2022-10-03 00:00:00-04:00,224.25,228.91000366210938,223.49000549316406,227.0800018310547,294200,0.0
2022-09-30 00:00:00-04:00,222.14999389648438,225.1699981689453,220.58999633789062,221.5,265000,0.0
2022-09-29 00:00:00-04:00,224.69000244140625,224.69000244140625,219.50999450683594,223.3300018310547,263100,0.0
2022-09-28 00:00:00-04:00,225.6699981689453,226.91000366210938,221.75,225.35000610351562,366300,0.0
2022-09-27 00:00:00-04:00,228.1699981689453,229.66000366210938,224.00999450683594,224.89999389648438,325500,0.0
2022-09-26 00:00:00-04:00,229.39999389648438,231.7899932861328,226.74000549316406,226.86000061035156,285600,0.0
2022-09-23 00:00:00-04:00,233.30999755859375,233.6999969482422,225.60000610351562,230.27000427246094,296000,0.0
